mangaid,ha_z
1-152384,0.0459759
1-152527,0.02216413
1-152527,0.02216413
1-120943,0.04063613
1-120943,0.04059685
1-121023,0.06183024
1-121023,0.06183019
1-152524,0.08083484
1-152524,0.08083484
1-120941,0.01582056
1-120941,0.01582056
1-152666,0.02367069
1-152666,0.02367072
1-201353,0.0271162
1-201353,0.0271162
1-152618,0.1062152
1-152618,0.1061882
1-201318,0.02282009
1-201318,0.0228201
1-152587,0.02345666
1-152587,0.02345666
1-201352,0.01578943
1-201352,0.01578943
1-201356,0.02351307
1-201356,0.02351308
1-556501,0.02707396
1-556501,0.02707396
1-556583,0.01560238
1-556583,0.01560238
1-201314,0.01577787
1-201314,0.01577788
1-556499,0.0160552
1-556499,0.01605522
1-556498,0.02790202
1-556498,0.02802183
1-584619,0.0237951
1-584619,0.0237951
1-201180,0.01593897
1-201180,0.01597563
1-201291,0.0236019
1-201291,0.02360189
1-152567,0.03976091
1-152567,0.03976091
1-201173,0.02644632
1-201173,0.02644632
1-145771,0.01535084
1-145771,0.01535084
1-604839,0.02783522
1-604839,0.02783523
1-152596,0.06249494
1-152596,0.06249497
1-152719,0.05536705
1-152719,0.05536704
1-556516,0.06285647
1-556516,0.06285644
1-201561,0.06374747
1-201561,0.06374747
1-201355,0.02708881
1-201355,0.02708881
1-201364,0.02770515
1-201364,0.02770517
1-201317,0.02585049
1-201317,0.02585047
1-604816,0
1-604816,0
1-201449,0.06312829
1-201449,0.06312477
1-556514,0.06188886
1-556514,0.06190481
1-201175,0.0276467
1-201175,0.02603092
1-201493,0.07576511
1-201493,0.07576674
1-152566,0.02291374
1-152566,0.02291375
1-201464,0.1427466
1-201464,0.1427462
1-556506,0.02387866
1-556506,0.02387866
1-201391,0.05238319
1-201391,0.05238319
1-145783,0.02356199
1-145783,0.023562
1-145842,0.09591438
1-145842,0.09592079
1-146028,0.02665074
1-146028,0.02665074
1-145669,-999
1-145669,-999
1-604856,0.02638579
1-604856,0.02638578
1-201217,0.02385344
1-201217,0.02385344
1-145741,0.01551792
1-145741,0.01551792
1-145828,0.02301348
1-145828,0.02301348
1-201183,0.01600487
1-201183,0.01600487
1-556577,0.02199067
1-556577,0.02199067
1-146046,0.02689975
1-146046,0.0268998
1-201182,0.01526645
1-201182,0.01526645
1-163831,0.06318349
1-163831,0.06318349
1-164053,0.06153671
1-164053,0.0615367
1-145856,0.02146531
1-145856,0.02145004
1-201197,0.02784141
1-201197,0.0278414
1-145894,0.01524011
1-145894,0.01524011
1-604930,0.04210892
1-604930,0.04210892
1-164109,0.04696668
1-164109,0.04696668
1-146001,0.0463475
1-146001,0.0463475
1-145922,0.02649676
1-145922,0.02649704
1-218116,0.04701016
1-218116,0.04701019
1-145913,0.01711057
1-145913,0.01711057
1-163989,0.02558928
1-163989,0.02340086
1-164007,0.02048443
1-164007,0.02048451
1-145995,0.04091646
1-145995,0.04091646
1-145920,0.02670511
1-145920,0.02670511
1-164153,0.01732334
1-164153,0.01732334
1-163894,0.03987138
1-163894,0.03987139
1-145963,0.02212227
1-145963,0.02212227
1-146106,0.02212311
1-146106,0.02212222
1-163925,0.02040736
1-163925,0.02040735
1-145884,0.02301744
1-145884,0.0230194
1-584746,0.02170335
1-584746,0.02170335
1-389685,0.02193569
1-389685,0.02193569
1-389244,0.02202386
1-389244,0.022023
1-390066,0.03702243
1-390066,0.03703332
1-390514,0.04984274
1-390514,0.04984273
1-606079,0.02206188
1-606079,0.02206188
1-389285,0.1337786
1-389285,0.1337786
1-390521,0.02149789
1-390521,0.02149788
1-389720,0.001719254
1-389720,0.001719254
1-585758,0.004827961
1-585758,0.004827961
1-390130,-999
1-390130,-999
1-389730,0.02140137
1-389730,0.02113093
1-390151,0.02701207
1-390151,0.02701207
1-389238,0.02709726
1-389238,0.02709692
1-585731,0.005036103
1-585731,0.005036103
1-389509,0.0270271
1-389509,0.02702709
1-389743,0.02156409
1-389743,0.021564
1-390389,-999
1-390389,-999
1-36703,0.03921623
1-36703,0.03922077
1-36663,0.03812471
1-36663,0.03812446
1-37002,0.02207546
1-37002,0.02207547
1-36705,0.03993975
1-36705,0.03993975
1-36970,0.02333263
1-36970,0.02333446
1-36843,0.02262501
1-36843,0.02262502
1-36649,0.04266977
1-36649,0.04284435
1-603705,0.03792249
1-603705,0.03790356
1-36779,0.06307328
1-36779,0.06307338
1-36847,0.02640645
1-36847,0.02640048
1-36698,0.0484163
1-36698,0.04843589
1-36644,0.1337541
1-36644,0.1337545
1-547926,0.02663467
1-547926,0.02663467
1-582516,0.04762169
1-582516,0.0475941
1-36968,0.05406469
1-36968,0.05406487
1-36381,0.07202593
1-36381,0.07202586
1-36827,-999
1-36827,-999
1-603920,0.03150931
1-603920,0.03150931
1-109152,0.02747531
1-109152,0.02746818
1-37546,0.03967908
1-37546,0.03968099
1-37245,0.06766734
1-37245,0.06766732
1-37547,0.02833531
1-37547,0.02833531
1-37122,0.07064533
1-37122,0.07064455
1-37478,0.02807014
1-37478,0.02810271
1-37126,0.04339327
1-37126,0.04339327
1-37265,-999
1-37265,-999
1-37494,0.04299043
1-37494,0.04299115
1-37477,0.02938731
1-37477,0.02938732
1-37202,-999
1-37202,-999
1-37167,0.02902461
1-37167,0.02902461
1-37155,0.02922529
1-37155,0.02922525
1-37491,0.04251817
1-37491,0.04251817
1-36867,0.04331965
1-36867,0.04331965
1-603941,0.02758198
1-603941,0.02758198
1-38550,0.03047717
1-38550,0.03047717
1-38269,-999
1-38269,-999
1-38523,-999
1-38523,-999
1-38713,0.02402153
1-38713,0.02402153
1-202100,0.1397777
1-202100,0.1397777
1-38510,0.0221016
1-38510,0.0221016
1-38528,0.02339977
1-38528,0.02339977
1-38612,0.02203109
1-38612,0.02203109
1-38543,0.02351252
1-38543,0.02351245
1-38541,0.02357063
1-38541,0.02357063
1-109428,0.04772869
1-109428,0.04772922
1-38521,0.03714725
1-38521,0.03714725
1-38506,0.0306
1-38506,0.0306
1-38663,0.1396044
1-38663,0.1396045
1-38553,0.02601507
1-38553,0.02601507
1-38617,0.1496335
1-38617,0.1496158
1-202101,0.02093729
1-202101,0.02093729
1-38770,0.04775977
1-38770,0.04761336
1-38856,0.02580914
1-38856,0.02580916
1-38894,0.04174919
1-38894,0.04174919
1-205845,0.03768387
1-205845,-999
1-38822,0.02532729
1-38822,0.02532729
1-38764,0.04185178
1-38764,0.04184579
1-202091,0.0251525
1-202091,0.02530815
1-38819,0.05246638
1-38819,0.05246638
1-38887,0.02416806
1-38887,0.02416806
1-38787,0.03761837
1-38787,0.03761837
1-38777,0.1106245
1-38777,0.1104458
1-109521,0.05072429
1-109521,0.05070927
1-604153,0.03682245
1-604153,0.03682242
1-133652,0.1370952
1-133652,0.1367773
1-38798,0.03677798
1-38798,0.03677731
1-109493,0.1097952
1-109493,0.1098087
1-38775,0.03651566
1-38775,0.03651625
1-604231,0.07024948
1-604231,0.07024948
1-52603,0.07577335
1-52603,0.07577352
1-52782,0.09537288
1-52782,0.09537128
1-52588,0.08263951
1-52588,0.08266088
1-52578,0.03851355
1-52578,0.03851363
1-52677,0.03837832
1-52677,0.03837831
1-52600,0.03766837
1-52600,0.03766836
1-583694,0.026824
1-583694,0.02682402
1-312838,0.1371872
1-312838,0.1375011
1-312844,0
1-312844,0
1-52660,0.05676214
1-52660,0.05676214
1-52602,0.08472433
1-52602,0.08475623
1-52701,0.03270553
1-52701,0.0327046
1-52720,0.06651504
1-52720,0.06649954
1-52590,0.05790191
1-52590,0.05790192
1-52637,0.03806616
1-52637,0.03806616
1-52554,0.03878426
1-52554,0.03878427
1-378360,0.1270915
1-378360,0.1270927
1-378479,0.081719
1-378479,0.08171897
1-378400,-999
1-378400,-999
1-378403,0.01805854
1-378403,0.01805854
1-548080,0.05139845
1-548080,0.05139845
1-378549,0.02137056
1-378549,0.02137056
1-378375,0.02133772
1-378375,0.02133772
1-378526,-999
1-378526,-999
1-378412,0.02166718
1-378412,0.02166688
1-378428,0.03507633
1-378428,0.03493069
1-378486,0.02144563
1-378486,0.02144562
1-378327,0.02104869
1-378327,0.02104869
1-351563,0.04208444
1-351563,0.0420801
1-378500,0.09759314
1-378500,0.09750944
1-548221,0.08084748
1-548221,0.08083436
1-548221,0.08086883
1-548221,0.08080392
1-339192,0.027851
1-339192,0.02785101
1-351575,0.02264575
1-351575,0.02264575
1-460305,0.0213013
1-460305,0.0213013
1-460434,0.04379125
1-460434,0.04379125
1-460862,0.0289486
1-460862,0.0289486
1-460461,0.0192705
1-460461,0.0192705
1-605282,0.02693509
1-605282,0.02693509
1-412631,0.04322111
1-412631,0.04322544
1-460436,0.03827537
1-460436,0.03827538
1-460293,0.08930051
1-460293,0.08903454
1-460404,0.08963499
1-460404,0.08960799
1-460882,0.02887497
1-460882,0.02887497
1-460912,0.06589884
1-460912,0.06589884
1-461292,0.02087093
1-461292,0.02087093
1-460288,0.03724593
1-460288,0.03724593
1-460963,0.1008076
1-460963,0.100601
1-460463,0.09703406
1-460463,0.09703309
1-460840,0.05901167
1-460840,0.05901168
1-460812,0.06653064
1-460812,0.06653064
1-46562,0.04490153
1-46562,0.04490152
1-46494,-999
1-46494,-999
1-46825,0.03315536
1-46825,0.03317916
1-47291,0.02393277
1-47291,0.02393278
1-47765,0.04556831
1-47765,0.04556829
1-47415,0.03116391
1-47415,0.03116392
1-47224,0.04284505
1-47224,0.0428155
1-46757,0.04299485
1-46757,0.0429946
1-47302,0.04474171
1-47302,0.04474175
1-47223,0.04556182
1-47223,0.04568499
1-47290,0.03611004
1-47290,0.03598229
1-564264,0.06802545
1-564264,0.06802552
1-47732,0.04665228
1-47732,0.04665227
1-47342,0.03226654
1-47342,0.03226683
1-47248,0.04676678
1-47248,0.04676684
1-46577,0.04329211
1-46577,0.04329212
1-605419,0.05893025
1-605419,0.05893021
1-73667,0.1121008
1-73667,0.112192
1-47170,0.04536803
1-47170,0.04536803
1-73670,0.01723115
1-73670,0.01723115
1-73638,0.1151064
1-73638,0.1151064
1-605549,0.01565537
1-605549,0.01565537
1-47618,0.09017015
1-47618,0.08999997
1-46864,0.03922702
1-46864,0.03922701
1-73651,0.02736123
1-73651,0.02735875
1-47608,0.02756829
1-47608,0.02756828
1-47627,0.04839166
1-47627,0.04839148
1-73584,0.1221253
1-73584,0.1220888
1-47120,0.05439771
1-47120,0.05439771
1-47136,0.03039766
1-47136,0.03039766
1-47705,0.1263803
1-47705,0.1263803
1-47862,-999
1-47862,-999
1-47890,0.05839945
1-47890,0.05839944
1-48410,0.1145981
1-48410,0.1145983
1-217256,0.01409213
1-217256,0.01409213
1-137795,0.04358668
1-137795,0.04358669
1-137797,0.05332886
1-137797,0.05332885
1-137870,0.04939919
1-137870,0.04939918
1-217069,0.0413652
1-217069,0.04136546
1-558242,0.02457844
1-558242,0.02457828
1-217044,0.02764456
1-217044,0.02763958
1-585433,0.02495775
1-585433,0.02495776
1-137801,0.04828817
1-137801,0.04826657
1-137801,0.04957094
1-137801,0.04957417
1-137799,0.04155111
1-137799,0.04155113
1-137714,0.02661262
1-137714,0.02661264
1-217022,0.02440531
1-217022,0.0244053
1-217060,0.02705158
1-217060,0.02705158
1-217050,0.02733602
1-217050,0.02733603
1-558247,0.04904595
1-558247,0.04904596
1-137730,0.04152308
1-137730,0.04152307
1-217041,0.1402405
1-217041,0.1402406
1-155337,0.03455601
1-155337,0.03455601
1-137898,0.03466283
1-137898,0.03466409
1-137908,0.02699456
1-137908,0.02699456
1-567155,0.02694452
1-567155,0.02694449
1-137853,0.03682246
1-137853,0.03724909
1-137853,0.0254368
1-137853,0.02598763
1-137890,0.02658245
1-137890,0.02658245
1-137915,0.03158904
1-137915,0.03158903
1-137801,0.04828817
1-137801,0.04826657
1-137801,0.04957094
1-137801,0.04957417
1-155558,0.02681869
1-155558,0.02681869
1-137961,0.02644764
1-137961,0.02644764
1-137883,0.02675243
1-137883,0.02675243
1-155463,0.02669439
1-155463,0.02669439
1-137875,0.05100711
1-137875,0.05100712
1-155456,0.04038671
1-155456,0.04038671
1-137845,0.03226668
1-137845,0.03225741
1-137845,0.03212738
1-137845,0.03212741
1-155440,0.05191498
1-155440,0.05191499
1-155541,0.0824878
1-155541,0.08258113
1-558248,0.08678348
1-558248,0.08678357
1-217331,0.04516071
1-217331,0.04516072
1-137912,0.0142165
1-137912,0.0142165
1-585513,0.03981772
1-585513,0.03981772
1-147394,0.01606353
1-147394,0.01606353
1-558471,0.03309047
1-558471,0.03318567
1-217324,0.02472798
1-217324,0.02472798
1-217304,0.04857681
1-217304,0.04857676
1-137853,0.03682246
1-137853,0.03724909
1-137853,0.0254368
1-137853,0.02598763
1-217300,0.04006305
1-217300,0.04006305
1-217171,0.04075046
1-217171,0.04075045
1-217221,0.02788335
1-217221,0.02788335
1-217210,0.02471973
1-217210,0.02471974
1-217326,0.02527138
1-217326,0.02527138
1-558926,0.03991801
1-558926,0.03991801
1-137845,0.03226668
1-137845,0.03225741
1-137845,0.03212738
1-137845,0.03212741
1-137844,0.03233534
1-137844,0.03233547
1-138087,0.02499273
1-138087,0.02499082
1-567187,0.03359932
1-567187,0.03359921
1-185298,0.04564909
1-185298,0.04564909
1-185287,0.02503497
1-185287,0.02503497
1-138021,0.02559927
1-138021,0.02559927
1-567184,0.02389514
1-567184,0.02411033
1-138164,0.02589185
1-138164,0.02589185
1-138034,0.02730429
1-138034,0.02730428
1-156011,0.09110532
1-156011,0.09082614
1-138106,0.02435144
1-138106,0.02435144
1-138140,0.04682826
1-138140,0.04682825
1-138105,0.0248821
1-138105,0.0248821
1-138102,0.02575422
1-138102,0.02575422
1-585641,0.02602699
1-585641,0.02602698
1-567185,0.04407893
1-567185,0.04407893
1-605973,0.02482667
1-605973,0.02482668
1-138157,0.05617921
1-138157,0.05617921
1-274706,0.04501009
1-274706,0.0450101
1-558442,0.09882316
1-558442,0.09882318
1-275456,0.02435416
1-275456,0.02435416
1-274583,0.02463078
1-274583,0.02463078
1-255308,0.0877223
1-255308,0.08772232
1-274646,0.02839072
1-274646,0.02839072
1-255220,0.02241149
1-255220,0.02241157
1-254394,0.05085834
1-254394,0.05161777
1-274658,0.02893817
1-274658,0.02893815
1-274689,0.02726584
1-274689,0.02726583
1-274637,0.04525634
1-274637,0.0449593
1-254940,0.04319593
1-254940,0.04319593
1-274570,0.08746724
1-274570,0.08746734
1-254642,0.106906
1-254642,0.1069782
1-255248,0.04471017
1-255248,0.04471017
1-274663,0.02800991
1-274663,0.0280099
1-274593,0.0291265
1-274593,0.02912649
1-275354,0.02578536
1-275354,0.02578537
1-255903,0.03688298
1-255903,0.03688298
1-276761,0.05006592
1-276761,0.05006593
1-276547,0.04867719
1-276547,0.04867719
1-256131,0.05800021
1-256131,0.05800044
1-277339,0.01923366
1-277339,0.01923366
1-255878,0.02424776
1-255878,0.02424777
1-276544,0.0486017
1-276544,0.04860127
1-276563,0.05251546
1-276563,0.05251557
1-276550,0.03749055
1-276550,0.03749056
1-611836,0.03590827
1-611836,0.03590833
1-255890,0.1480412
1-255890,0.1480413
1-276679,0.02527427
1-276679,0.02527427
1-276590,0.140506
1-276590,0.1405059
1-255928,0.03730933
1-255928,0.03730933
1-275340,0.02538146
1-275340,0.02538147
1-276562,0.03742302
1-276562,0.03742303
1-276574,0.02450467
1-276574,0.02450467
1-255939,0.0245464
1-255939,0.0245464
1-255916,0.05082368
1-255916,0.05082367
1-256150,0.02518408
1-256150,0.02518408
1-255958,0.05682389
1-255958,0.05682394
1-256155,0.03647966
1-256155,0.03647966
1-256210,0.02438234
1-256210,0.02435559
1-277328,0.03737684
1-277328,0.03737684
1-277277,0.02121537
1-277277,0.02121538
1-277246,0.02196948
1-277246,0.02196948
1-277289,0.03719643
1-277289,0.03719643
1-256446,0.05843541
1-256446,0.0584354
1-256203,0.02556138
1-256203,0.02556138
1-255963,0.08988384
1-255963,0.08988274
1-256234,0.07560564
1-256234,0.07560507
1-255938,0.04820065
1-255938,0.04819484
1-277249,0.03694887
1-277249,0.03694887
1-277691,0.02564945
1-277691,0.02564945
1-277691,0.02567364
1-277691,0.02567364
1-277162,0.02547859
1-277162,0.0254786
1-277162,0.02548488
1-277162,0.02548488
1-256456,0.05861274
1-256456,0.05861273
1-256456,0.05862461
1-256456,0.0586246
1-256456,0.05861681
1-256456,0.0586168
1-558912,0.1261738
1-558912,0.1261739
1-558912,0.1261719
1-558912,0.1261719
1-558912,0.1261794
1-558912,0.1261794
1-587938,0.03132774
1-587938,0.03132774
1-587938,0.03129419
1-587938,0.0312941
1-587938,0.03130385
1-587938,0.03130401
1-277154,0.02394743
1-277154,0.02397082
1-277154,0.02592655
1-277154,0.02402983
1-256457,0.03690703
1-256457,0.03690824
1-256457,0.03687454
1-256457,0.03687439
1-256457,0.03689922
1-256457,0.03689872
1-277161,0.02427471
1-277161,0.02425235
1-277161,0.02404884
1-277161,0.02404912
1-277159,0.02629556
1-277159,0.02627818
1-277159,0.0215012
1-277159,0.02365731
1-277858,0.0361563
1-277858,0.03615633
1-277858,0.0362661
1-277858,0.03626581
1-277858,0.03623584
1-277858,0.03623523
1-278485,0.09901404
1-278485,0.09901343
1-278485,0.09921966
1-278485,0.0992192
1-278485,0.0991374
1-278485,0.09913719
1-277103,0.02466744
1-277103,0.02466742
1-277103,0.02463441
1-277103,0.02463438
1-277103,0.02465749
1-277103,0.02465736
1-255691,0.03813406
1-255691,0.03813406
1-255691,0.03813636
1-255691,0.03813636
1-255691,0.03814558
1-255691,0.03814558
1-256048,0.07688721
1-256048,0.07680619
1-256048,0.07875961
1-256048,0.07808949
1-256048,0.07607803
1-256048,0.07614927
1-558910,0.05884484
1-558910,0.05884483
1-558910,0.05882347
1-558910,0.05882347
1-558910,0.0588007
1-558910,0.05880118
1-256104,0.04857862
1-256104,0.04859166
1-256104,0.04721989
1-256104,0.04953158
1-256104,0.04575219
1-256104,0.04573911
1-255959,0.03748351
1-255959,0.03748351
1-255959,0.03748515
1-255959,0.03748515
1-277290,0.02000015
1-277290,0.02000015
1-277521,0.02519065
1-277521,0.02519065
1-278153,0.02495869
1-278153,0.02495869
1-277539,0.02324356
1-277539,0.02317887
1-277552,0.03623437
1-277552,0.03623437
1-277462,0.021994
1-277462,0.02200738
1-278081,0.03690255
1-278081,0.03690253
1-256185,0.03702102
1-256185,0.03702106
1-277516,0.081049
1-277516,0.08103942
1-278062,0.02509823
1-278062,0.02509823
1-277293,0.02023524
1-277293,0.02023524
1-277272,0.02942476
1-277272,0.02942475
1-277254,0.02174662
1-277254,0.02174662
1-277453,0.06236287
1-277453,0.06236288
1-278075,0.1427116
1-278075,0.1427072
1-277271,0.02531394
1-277271,0.02531394
1-278057,0.02519518
1-278057,0.02519517
1-256190,0.02544071
1-256190,0.02544071
1-256546,0.02127525
1-256546,0.02127525
1-256574,0.06605498
1-256574,0.06605499
1-256293,0.02518716
1-256293,0.02518708
1-256002,0.04991794
1-256002,0.04991794
1-277213,0.02102803
1-277213,0.02102803
1-256381,0.02484532
1-256381,0.02484532
1-256182,0.02461755
1-256182,0.02461755
1-277253,0.02495049
1-277253,0.02495049
1-256506,0.06232787
1-256506,0.06212958
1-256496,0.05848337
1-256496,0.05848338
1-278537,0.02134309
1-278537,0.02134309
1-256009,0.04927444
1-256009,0.04927446
1-256287,0.07502096
1-256287,0.07502066
1-256283,0.06166174
1-256283,0.06166162
1-587908,0.03700568
1-587908,0.03700568
1-256301,0.09757655
1-256301,0.09757727
1-257984,0.01960915
1-257984,0.01960915
1-257825,0.02405968
1-257825,0.02405968
1-257940,0.02280274
1-257940,0.02280274
1-257957,0.02356798
1-257957,0.02356798
1-281234,0.1132463
1-281234,0.1132195
1-280965,0.03590851
1-280965,0.03590853
1-257652,0.02418327
1-257652,0.02418328
1-257999,0.05542921
1-257999,0.05541432
1-257813,0.03592759
1-257813,0.03592759
1-257854,0.07162089
1-257854,0.07162368
1-258007,0.07002026
1-258007,0.07002026
1-281050,0.03087675
1-281050,0.03087674
1-257627,0.04273264
1-257627,0.04273266
1-281037,0.07267427
1-281037,0.07267427
1-257953,0.04347398
1-257953,0.04347399
1-257822,0.01944144
1-257822,0.01944144
1-257623,0.06172363
1-257623,0.06172361
1-281439,0.06910938
1-281439,0.06910942
1-258425,0.1123827
1-258425,0.1123827
1-282147,0.02348555
1-282147,0.02348555
1-282144,0.04922281
1-282144,0.04922281
1-575847,0.02514277
1-575847,0.02514277
1-258311,0.02312528
1-258311,0.02312528
1-258311,0.02311085
1-258311,0.02311085
1-282151,0.02491777
1-282151,0.02444587
1-575838,0.04090054
1-575838,0.04090057
1-575845,0.1020788
1-575845,0.1020842
1-258477,0.06729892
1-258477,0.06721381
1-258685,0.08616132
1-258685,0.08616342
1-258118,0.06759647
1-258118,0.06759515
1-258315,0.02291557
1-258315,0.02291556
1-258380,0.06652057
1-258380,0.06652058
1-258401,0.0377666
1-258401,0.0377666
1-258455,0.06548116
1-258455,0.06548112
1-282186,0.0376582
1-282186,0.03765821
1-282509,0.02376889
1-282509,0.02376889
1-258671,0.03861847
1-258671,0.03861848
1-258589,0.04049987
1-258589,0.04049987
1-258726,0.04845794
1-258726,0.04845795
1-258631,0.07478621
1-258631,0.07478625
1-258311,0.02312528
1-258311,0.02312528
1-258311,0.02311085
1-258311,0.02311085
1-282035,0.03792693
1-282035,0.03792694
1-258306,0.02410096
1-258306,0.02410096
1-258249,0.02422626
1-258249,0.02422626
1-258667,0.06742153
1-258667,0.06742156
1-282021,0.02412574
1-282021,0.02412574
1-282020,0.0239526
1-282020,0.0239526
1-282527,0.04797623
1-282527,0.04797621
1-282043,0.0253277
1-282043,0.02531629
1-258653,0.0383353
1-258653,0.03829923
1-258213,0.03834163
1-258213,0.03834146
1-589908,0.02452156
1-589908,0.02452156
1-258777,0.02408059
1-258777,0.02408059
1-258760,0.02378717
1-258760,0.02378717
1-590053,0.02312846
1-590053,0.02312847
1-258737,0.03829313
1-258737,0.03829313
1-258607,0.04803269
1-258607,0.04803269
1-620115,0.0245503
1-620115,0.0245503
1-258747,0.0253858
1-258747,0.02410946
1-282106,0.03860124
1-282106,0.03860125
1-282114,0.1148086
1-282114,0.1146871
1-258748,0.03906488
1-258748,0.03906489
1-258782,0.02418793
1-258782,0.02418792
1-258823,0.02445751
1-258823,0.02445751
1-258804,0.02188647
1-258804,0.02188647
1-258750,0.02468337
1-258750,0.02468295
1-282762,0.03953625
1-282762,0.03953625
1-282150,0.03813527
1-282150,0.03813527
1-575826,0.04747694
1-575826,0.04748024
1-277691,0.02564945
1-277691,0.02564945
1-277691,0.02567364
1-277691,0.02567364
