mangaid,sfr_tot,nsa_sersic_mass
1.558926,0.4254573,2.413E+10
1.558926,0.3914602,2.413E+10
1.137845,0.01067408,6.39983E+10
1.137845,0.01012108,6.39983E+10
1.137845,0.01303382,6.39983E+10
1.137845,0.0115602,6.39983E+10
1.137844,0.02112806,3.31314E+10
1.137844,0.01483325,3.31314E+10
1.138087,0.04933713,7.71427E+08
1.138087,0.002198647,7.71427E+08
1.567187,0.1403657,6.53696E+10
1.567187,0.07160668,6.53696E+10
1.185298,0.35925,8.31675E+09
1.185298,0.2151673,8.31675E+09
1.185287,0.09429808,4.8043E+09
1.185287,0.06201156,4.8043E+09
1.138021,0.1229849,9.43343E+09
1.138021,0.01684099,9.43343E+09
1.567184,0.00109938,3.42692E+09
1.567184,0.0008405111,3.42692E+09
1.138164,0.01544242,1.55938E+09
1.138164,0.01166916,1.55938E+09
1.138034,0.09187907,2.79581E+10
1.138034,0.09116836,2.79581E+10
1.156011,0.0201544,8.56266E+10
1.156011,0.01210602,8.56266E+10
1.138106,0.1548643,8.42535E+09
1.138106,0.152401,8.42535E+09
1.138140,0.2410071,1.73817E+10
1.138140,0.2298022,1.73817E+10
1.138105,0.0347329,3.46997E+09
1.138105,0.020686,3.46997E+09
1.138102,0.4739723,1.5423E+10
1.138102,0.4557413,1.5423E+10
1.585641,0.7873361,1.81806E+10
1.585641,0.7723745,1.81806E+10
1.567185,0.2700325,9.18995E+09
1.567185,0.2357385,9.18995E+09
1.605973,0.07812227,5.94858E+09
1.605973,0.06513315,5.94858E+09
1.138157,3.793954,7.51562E+09
1.138157,3.493088,7.51562E+09
1.274706,0.1375269,7.60572E+09
1.274706,0.08474219,7.60572E+09
1.558442,0.5014334,1.63942E+11
1.558442,0.2693274,1.63942E+11
1.275456,0.062295,1.60042E+10
1.275456,0.05438835,1.60042E+10
1.274583,0.03692197,7.51712E+09
1.274583,0.0334402,7.51712E+09
1.255308,0.2167499,1.06422E+11
1.255308,0.1081642,1.06422E+11
1.274646,0.01731929,1.52021E+10
1.274646,0.0171795,1.52021E+10
1.255220,0.002611433,3.70879E+09
1.255220,0.002370459,3.70879E+09
1.254394,0.005196508,1.64414E+10
1.254394,0.002504536,1.64414E+10
1.274658,0.01851834,2.16259E+10
1.274658,0.01660995,2.16259E+10
1.274689,0.3720197,5.55847E+09
1.274689,0.3629594,5.55847E+09
1.274637,0.002923453,1.23119E+10
1.274637,0.001399888,1.23119E+10
1.254940,0.1133281,5.49208E+09
1.254940,0.08064733,5.49208E+09
1.274570,0.0289355,8.25754E+10
1.274570,0.01341522,8.25754E+10
1.254642,0.02924572,1.79105E+11
1.254642,0.009019622,1.79105E+11
1.255248,0.1154594,6.41901E+10
1.255248,0.06700189,6.41901E+10
1.274663,0.02818999,4.76768E+10
1.274663,0.02647946,4.76768E+10
1.274593,0.3236829,5.49373E+09
1.274593,0.2825071,5.49373E+09
1.275354,0.1022812,9.99357E+09
1.275354,0.07673737,9.99357E+09
1.255903,0.08612906,2.61631E+09
1.255903,0.04975688,2.61631E+09
1.276761,0.861128,8.24645E+09
1.276761,0.6698453,8.24645E+09
1.276547,0.4842061,1.16065E+10
1.276547,0.3393548,1.16065E+10
1.256131,0.1098405,4.47952E+10
1.256131,0.05149455,4.47952E+10
1.277339,0.03730536,9.53245E+08
1.277339,0.03002024,9.53245E+08
1.255878,0.1254349,5.50437E+09
1.255878,0.1225017,5.50437E+09
1.276544,0.01028647,1.73639E+10
1.276544,0.005283154,1.73639E+10
1.276563,0.00929392,2.14724E+10
1.276563,0.004303326,2.14724E+10
1.276550,0.005935202,3.17942E+09
1.276550,0.00421937,3.17942E+09
1.611836,0.2601517,3.87748E+10
1.611836,0.2507829,3.87748E+10
1.255890,0.178109,1.56978E+11
1.255890,0.07996254,1.56978E+11
1.276679,0.08697014,4.52095E+09
1.276679,0.05544227,4.52095E+09
1.276590,0.7806842,2.95737E+11
1.276590,0.05667533,2.95737E+11
1.255928,0.02990342,2.13437E+09
1.255928,0.0217836,2.13437E+09
1.275340,0.06915112,4.64001E+10
1.275340,0.05906269,4.64001E+10
1.276562,0.05891334,2.54174E+09
1.276562,0.02667502,2.54174E+09
1.276574,0.07244688,8.0231E+09
1.276574,0.04177963,8.0231E+09
1.255939,0.1801277,8.69724E+09
1.255939,0.09860142,8.69724E+09
1.255916,0.1026554,2.58966E+10
1.255916,0.02538118,2.58966E+10
1.256150,0.1154743,5.69093E+09
1.256150,0.07535783,5.69093E+09
1.255958,0.3022291,3.8105E+10
1.255958,0.06592768,3.8105E+10
1.256155,0.07468221,2.84577E+10
1.256155,0.07237636,2.84577E+10
1.256210,0.0008497432,2.84465E+09
1.256210,0.0005420726,2.84465E+09
1.277328,0.1055033,1.5767E+09
1.277328,0.08024642,1.5767E+09
1.277277,0.03121735,9.11276E+08
1.277277,0.01354805,9.11276E+08
1.277246,0.008806944,2.21754E+09
1.277246,0.0068704,2.21754E+09
1.277289,0.03879631,3.94373E+09
1.277289,0.02557929,3.94373E+09
1.256446,0.1984118,4.52462E+10
1.256446,0.1586096,4.52462E+10
1.256203,0.03132158,6.93907E+09
1.256203,0.02909417,6.93907E+09
1.255963,0.03563675,1.01239E+11
1.255963,0.02156031,1.01239E+11
1.256234,0.1245701,1.6536E+11
1.256234,0.1051231,1.6536E+11
1.255938,0.0130568,6.95214E+10
1.255938,0.008231158,6.95214E+10
1.277249,0.1011761,1.49357E+09
1.277249,0.06104925,1.49357E+09
1.277691,0.07254583,2.16582E+09
1.277691,0.06599075,2.16582E+09
1.277691,0.07392704,2.16582E+09
1.277691,0.06641951,2.16582E+09
1.277162,0.06439748,7.114E+08
1.277162,0.03243982,7.114E+08
1.277162,0.06624588,7.114E+08
1.277162,0.02839151,7.114E+08
1.256456,0.3025986,3.25857E+10
1.256456,0.2165579,3.25857E+10
1.256456,0.312738,3.25857E+10
1.256456,0.1984085,3.25857E+10
1.256456,0.3185703,3.25857E+10
1.256456,0.1117613,3.25857E+10
1.558912,1.106331,2.83157E+11
1.558912,0.9253373,2.83157E+11
1.558912,1.145737,2.83157E+11
1.558912,0.8979277,2.83157E+11
1.558912,1.109039,2.83157E+11
1.558912,0.7586641,2.83157E+11
1.587938,0.030457,8.24088E+10
1.587938,0.02740599,8.24088E+10
1.587938,0.032977,8.24088E+10
1.587938,0.0287863,8.24088E+10
1.587938,0.03381683,8.24088E+10
1.587938,0.01842185,8.24088E+10
1.277154,0.0004442826,1.53468E+09
1.277154,0.0002051606,1.53468E+09
1.277154,0.000316701,1.53468E+09
1.277154,0.0001100195,1.53468E+09
1.256457,0.003406643,3.00259E+09
1.256457,0.0019982,3.00259E+09
1.256457,0.003465413,3.00259E+09
1.256457,0.002035335,3.00259E+09
1.256457,0.003077858,3.00259E+09
1.256457,0.001223332,3.00259E+09
1.277161,0.004698092,1.72698E+10
1.277161,0.004471904,1.72698E+10
1.277161,0.004325907,1.72698E+10
1.277161,0.004286066,1.72698E+10
1.277159,0.001047956,3.63241E+09
1.277159,0.0005870213,3.63241E+09
1.277159,0.001247575,3.63241E+09
1.277159,0.0007311666,3.63241E+09
1.277858,0.0218761,3.33437E+10
1.277858,0.02141368,3.33437E+10
1.277858,0.02325346,3.33437E+10
1.277858,0.02093044,3.33437E+10
1.277858,0.02184774,3.33437E+10
1.277858,0.02132663,3.33437E+10
1.278485,0.09666152,9.61483E+10
1.278485,0.04915967,9.61483E+10
1.278485,0.08949675,9.61483E+10
1.278485,0.04607099,9.61483E+10
1.278485,0.08507398,9.61483E+10
1.278485,0.0297976,9.61483E+10
1.277103,0.02994063,1.61446E+10
1.277103,0.02127477,1.61446E+10
1.277103,0.03111336,1.61446E+10
1.277103,0.02080734,1.61446E+10
1.277103,0.0310044,1.61446E+10
1.277103,0.0134461,1.61446E+10
1.255691,0.05735344,2.04691E+09
1.255691,0.04210276,2.04691E+09
1.255691,0.05888142,2.04691E+09
1.255691,0.04152727,2.04691E+09
1.255691,0.05951668,2.04691E+09
1.255691,0.02225347,2.04691E+09
1.256048,0.02283968,1.2465E+11
1.256048,0.01376461,1.2465E+11
1.256048,0.01465367,1.2465E+11
1.256048,0.009295821,1.2465E+11
1.256048,0.02889139,1.2465E+11
1.256048,0.01336361,1.2465E+11
1.558910,0.05199105,9.84172E+10
1.558910,0.0407461,9.84172E+10
1.558910,0.04760075,9.84172E+10
1.558910,0.03751208,9.84172E+10
1.558910,0.05972904,9.84172E+10
1.558910,0.0409605,9.84172E+10
1.256104,0.01790405,7.143E+10
1.256104,0.01297856,7.143E+10
1.256104,0.01637138,7.143E+10
1.256104,0.01111455,7.143E+10
1.256104,0.01830246,7.143E+10
1.256104,0.0125575,7.143E+10
1.255959,0.9800348,3.76368E+09
1.255959,0.9251615,3.76368E+09
1.255959,1.006774,3.76368E+09
1.255959,0.9409469,3.76368E+09
1.277290,1.174126,2.19937E+10
1.277290,1.163543,2.19937E+10
1.277521,0.184725,2.93311E+09
1.277521,0.1425712,2.93311E+09
1.278153,0.2666123,1.15904E+10
1.278153,0.235227,1.15904E+10
1.277539,0.00588706,4.99138E+10
1.277539,0.004254337,4.99138E+10
1.277552,0.7150608,2.78734E+10
1.277552,0.5323176,2.78734E+10
1.277462,0.0005133412,1.74281E+09
1.277462,0.0002885439,1.74281E+09
1.278081,0.10803,2.91899E+10
1.278081,0.1051474,2.91899E+10
1.256185,0.04356797,5.67641E+10
1.256185,0.0419909,5.67641E+10
1.277516,0.01175633,1.41177E+11
1.277516,0.006560009,1.41177E+11
1.278062,0.1490559,1.16494E+10
1.278062,0.1461381,1.16494E+10
1.277293,0.1119871,4.94342E+08
1.277293,0.09683621,4.94342E+08
1.277272,0.2409462,1.31886E+10
1.277272,0.2146819,1.31886E+10
1.277254,0.06668425,2.99707E+09
1.277254,0.05038794,2.99707E+09
1.277453,0.727505,8.55951E+10
1.277453,0.6375436,8.55951E+10
1.278075,0.03618291,3.69127E+11
1.278075,0.004843361,3.69127E+11
1.277271,0.1328562,4.73342E+09
1.277271,0.1074383,4.73342E+09
1.278057,0.1822123,3.45479E+10
1.278057,0.1692644,3.45479E+10
1.256190,0.1098941,6.56471E+09
1.256190,0.03959974,6.56471E+09
1.256546,0.05487396,2.42585E+09
1.256546,0.02792968,2.42585E+09
1.256574,0.6941329,3.5191E+10
1.256574,0.4154058,3.5191E+10
1.256293,0.1153628,5.42792E+10
1.256293,0.09604591,5.42792E+10
1.256002,0.2830845,1.46063E+10
1.256002,0.1983416,1.46063E+10
1.277213,0.07658275,1.96764E+09
1.277213,0.07301481,1.96764E+09
1.256381,0.04861598,4.64171E+09
1.256381,0.0462909,4.64171E+09
1.256182,0.2312289,2.94781E+09
1.256182,0.2047025,2.94781E+09
1.277253,0.02063004,7.89683E+08
1.277253,0.006622393,7.89683E+08
1.256506,0.003194465,1.03737E+11
1.256506,0.002918377,1.03737E+11
1.256496,1.545476,8.9723E+09
1.256496,1.443188,8.9723E+09
1.278537,0.04880946,7.11436E+08
1.278537,0.01635526,7.11436E+08
1.256009,0.09520561,7.74145E+10
1.256009,0.07734344,7.74145E+10
1.256287,0.03157084,1.48928E+11
1.256287,0.0190216,1.48928E+11
1.256283,0.04094492,4.43497E+10
1.256283,0.0269419,4.43497E+10
1.587908,0.594927,3.90011E+10
1.587908,0.567592,3.90011E+10
1.256301,0.1082282,7.1168E+12
1.256301,0.04543125,7.1168E+12
1.257984,0.05351096,9.69049E+08
1.257984,0.02432221,9.69049E+08
1.257825,0.1407269,6.24966E+09
1.257825,0.1002226,6.24966E+09
1.257940,0.07601774,1.86294E+09
1.257940,0.04939272,1.86294E+09
1.257957,0.05255624,2.88352E+09
1.257957,0.00453144,2.88352E+09
1.281234,0.04284377,1.84305E+11
1.281234,0.006960595,1.84305E+11
1.280965,0.006331009,2.71006E+09
1.280965,0.004141991,2.71006E+09
1.257652,0.05206014,3.1935E+09
1.257652,0.04671815,3.1935E+09
1.257999,0.007658526,3.01264E+10
1.257999,0.003801954,3.01264E+10
1.257813,0.1332963,2.31485E+10
1.257813,0.1188261,2.31485E+10
1.257854,0.02071013,1.27912E+11
1.257854,0.01726389,1.27912E+11
1.258007,0.6939683,3.72021E+10
1.258007,0.6279858,3.72021E+10
1.281050,0.2949017,4.81782E+09
1.281050,0.2320773,4.81782E+09
1.257627,0.0391208,8.62516E+09
1.257627,0.02259989,8.62516E+09
1.281037,0.4066228,1.00957E+11
1.281037,0.2683847,1.00957E+11
1.257953,0.2161062,5.71797E+09
1.257953,0.1103456,5.71797E+09
1.257822,0.08202058,5.6707E+08
1.257822,0.04030639,5.6707E+08
1.257623,0.7222311,6.56746E+10
1.257623,0.2609986,6.56746E+10
1.281439,0.06888998,6.5982E+10
1.281439,0.04324603,6.5982E+10
1.258425,0.0507342,8.41892E+10
1.258425,0.01151722,8.41892E+10
1.282147,0.4680574,1.7388E+09
1.282147,0.4113049,1.7388E+09
1.282144,0.2171995,1.05019E+10
1.282144,0.07864346,1.05019E+10
1.575847,0.5017982,2.19027E+10
1.575847,0.4497605,2.19027E+10
1.258311,0.08116059,1.70813E+09
1.258311,0.0711041,1.70813E+09
1.258311,0.07848866,1.70813E+09
1.258311,0.06909735,1.70813E+09
1.282151,0.001929788,1.17191E+10
1.282151,0.001894134,1.17191E+10
1.575838,0.2369733,5.66209E+10
1.575838,0.224896,5.66209E+10
1.575845,0.02305512,1.56204E+11
1.575845,0.01064005,1.56204E+11
1.258477,0.01674865,1.30273E+11
1.258477,0.01233292,1.30273E+11
1.258685,0.02965909,1.28086E+11
1.258685,0.02443415,1.28086E+11
1.258118,0.0192478,1.33357E+11
1.258118,0.01361957,1.33357E+11
1.258315,0.1696262,8.90281E+09
1.258315,0.1530056,8.90281E+09
1.258380,0.4299783,5.5613E+10
1.258380,0.3872564,5.5613E+10
1.258401,0.01832569,2.50886E+09
1.258401,0.01195135,2.50886E+09
1.258455,0.04368473,5.93231E+10
1.258455,0.02378285,5.93231E+10
1.282186,0.06127169,2.22852E+09
1.282186,0.02724181,2.22852E+09
1.282509,0.05988766,7.33392E+09
1.282509,0.04134427,7.33392E+09
1.258671,0.09020448,3.44655E+09
1.258671,0.03416295,3.44655E+09
1.258589,0.1353677,4.76571E+09
1.258589,0.01085924,4.76571E+09
1.258726,0.3513554,1.10057E+10
1.258726,0.08533428,1.10057E+10
1.258631,0.5336387,6.35549E+10
1.258631,0.1734611,6.35549E+10
1.258311,0.08116059,1.70813E+09
1.258311,0.0711041,1.70813E+09
1.258311,0.07848866,1.70813E+09
1.258311,0.06909735,1.70813E+09
1.282035,0.1189061,1.31647E+09
1.282035,0.09749198,1.31647E+09
1.258306,0.1819544,2.87208E+09
1.258306,0.1708921,2.87208E+09
1.258249,0.2566757,1.36664E+10
1.258249,0.2494594,1.36664E+10
1.258667,0.3591877,5.02088E+10
1.258667,0.2770863,5.02088E+10
1.282021,0.02319984,7.34589E+08
1.282021,0.01435637,7.34589E+08
1.282020,0.09115045,1.3037E+09
1.282020,0.05948209,1.3037E+09
1.282527,0.01447648,2.09663E+10
1.282527,0.007581018,2.09663E+10
1.282043,0.004047588,2.67994E+10
1.282043,0.003508105,2.67994E+10
1.258653,0.01742269,1.03712E+11
1.258653,0.01557863,1.03712E+11
1.258213,0.2635472,9.33429E+10
1.258213,0.2169175,9.33429E+10
1.589908,0.9403247,1.3441E+10
1.589908,0.9163325,1.3441E+10
1.258777,0.1087364,6.30844E+09
1.258777,0.08267386,6.30844E+09
1.258760,0.04877611,6.34426E+09
1.258760,0.03297568,6.34426E+09
1.590053,0.5818491,8.96464E+09
1.590053,0.5384941,8.96464E+09
1.258737,0.07699563,1.61543E+09
1.258737,0.01375712,1.61543E+09
1.258607,0.6885009,6.25019E+10
1.258607,0.1938358,6.25019E+10
1.620115,0.1583603,2.72474E+09
1.620115,0.1568319,2.72474E+09
1.258747,0.0009543957,6.02123E+09
1.258747,0.0008803347,6.02123E+09
1.282106,0.08030684,4.94108E+09
1.282106,0.06558265,4.94108E+09
1.282114,0.01972177,1.3299E+11
1.282114,0.01244609,1.3299E+11
1.258748,0.1154447,2.98237E+09
1.258748,0.09044096,2.98237E+09
1.258782,0.005483196,3.67621E+09
1.258782,0.004165797,3.67621E+09
1.258823,0.1059868,4.91249E+09
1.258823,0.06671856,4.91249E+09
1.258804,0.1160502,1.68112E+09
1.258804,0.0971742,1.68112E+09
1.258750,0.007918024,1.65492E+10
1.258750,0.006858752,1.65492E+10
1.282762,0.229606,2.60415E+10
1.282762,0.1985455,2.60415E+10
1.282150,0.03053078,1.7133E+09
1.282150,0.0143667,1.7133E+09
1.575826,0.03925302,1.0131E+11
1.575826,0.02145569,1.0131E+11
1.277691,0.07254583,2.16582E+09
1.277691,0.06599075,2.16582E+09
1.277691,0.07392704,2.16582E+09
1.277691,0.06641951,2.16582E+09
1.277162,0.06439748,7.114E+08
1.277162,0.03243982,7.114E+08
1.277162,0.06624588,7.114E+08
1.277162,0.02839151,7.114E+08
1.256456,0.3025986,3.25857E+10
1.256456,0.2165579,3.25857E+10
1.256456,0.312738,3.25857E+10
1.256456,0.1984085,3.25857E+10
1.256456,0.3185703,3.25857E+10
1.256456,0.1117613,3.25857E+10
1.558912,1.106331,2.83157E+11
1.558912,0.9253373,2.83157E+11
1.558912,1.145737,2.83157E+11
1.558912,0.8979277,2.83157E+11
1.558912,1.109039,2.83157E+11
1.558912,0.7586641,2.83157E+11
1.587938,0.030457,8.24088E+10
1.587938,0.02740599,8.24088E+10
1.587938,0.032977,8.24088E+10
1.587938,0.0287863,8.24088E+10
1.587938,0.03381683,8.24088E+10
1.587938,0.01842185,8.24088E+10
1.277154,0.0004442826,1.53468E+09
1.277154,0.0002051606,1.53468E+09
1.277154,0.000316701,1.53468E+09
1.277154,0.0001100195,1.53468E+09
1.256457,0.003406643,3.00259E+09
1.256457,0.0019982,3.00259E+09
1.256457,0.003465413,3.00259E+09
1.256457,0.002035335,3.00259E+09
1.256457,0.003077858,3.00259E+09
1.256457,0.001223332,3.00259E+09
1.277161,0.004698092,1.72698E+10
1.277161,0.004471904,1.72698E+10
1.277161,0.004325907,1.72698E+10
1.277161,0.004286066,1.72698E+10
1.277159,0.001047956,3.63241E+09
1.277159,0.0005870213,3.63241E+09
1.277159,0.001247575,3.63241E+09
1.277159,0.0007311666,3.63241E+09
1.277858,0.0218761,3.33437E+10
1.277858,0.02141368,3.33437E+10
1.277858,0.02325346,3.33437E+10
1.277858,0.02093044,3.33437E+10
1.277858,0.02184774,3.33437E+10
1.277858,0.02132663,3.33437E+10
1.278485,0.09666152,9.61483E+10
1.278485,0.04915967,9.61483E+10
1.278485,0.08949675,9.61483E+10
1.278485,0.04607099,9.61483E+10
1.278485,0.08507398,9.61483E+10
1.278485,0.0297976,9.61483E+10
1.277103,0.02994063,1.61446E+10
1.277103,0.02127477,1.61446E+10
1.277103,0.03111336,1.61446E+10
1.277103,0.02080734,1.61446E+10
1.277103,0.0310044,1.61446E+10
1.277103,0.0134461,1.61446E+10
1.255691,0.05735344,2.04691E+09
1.255691,0.04210276,2.04691E+09
1.255691,0.05888142,2.04691E+09
1.255691,0.04152727,2.04691E+09
1.255691,0.05951668,2.04691E+09
1.255691,0.02225347,2.04691E+09
1.256048,0.02283968,1.2465E+11
1.256048,0.01376461,1.2465E+11
1.256048,0.01465367,1.2465E+11
1.256048,0.009295821,1.2465E+11
1.256048,0.02889139,1.2465E+11
1.256048,0.01336361,1.2465E+11
1.558910,0.05199105,9.84172E+10
1.558910,0.0407461,9.84172E+10
1.558910,0.04760075,9.84172E+10
1.558910,0.03751208,9.84172E+10
1.558910,0.05972904,9.84172E+10
1.558910,0.0409605,9.84172E+10
1.256104,0.01790405,7.143E+10
1.256104,0.01297856,7.143E+10
1.256104,0.01637138,7.143E+10
1.256104,0.01111455,7.143E+10
1.256104,0.01830246,7.143E+10
1.256104,0.0125575,7.143E+10
1.255959,0.9800348,3.76368E+09
1.255959,0.9251615,3.76368E+09
1.255959,1.006774,3.76368E+09
1.255959,0.9409469,3.76368E+09
1.196597,0.2613569,4.10967E+10
1.196597,0.1501142,4.10967E+10
1.196737,0.0491001,2.56045E+11
1.196737,0.01789611,2.56045E+11
1.576558,0.1337334,8.1015E+10
1.576558,0.07664273,8.1015E+10
1.196929,0.02966817,2.01485E+11
1.196929,0.0114265,2.01485E+11
1.196861,0.09410193,3.44816E+09
1.196861,0.03002792,3.44816E+09
1.245157,.999,1.1246E+08
1.245157,.999,1.1246E+08
1.196863,0.004588369,4.5903E+10
1.196863,0.004697899,4.5903E+10
1.196753,0.006086149,5.7929E+10
1.196753,0.002354898,5.7929E+10
1.244763,0.7924947,2.7512E+11
1.244763,0.6088759,2.7512E+11
1.628628,0,6.68279E+07
1.628628,0,6.68279E+07
1.197017,0.01165129,7.58047E+10
1.197017,0.009221721,7.58047E+10
1.576467,0.3417793,5.24872E+10
1.576467,0.2292598,5.24872E+10
1.196580,0.03649903,9.41899E+10
1.196580,0.02180297,9.41899E+10
1.197013,0.08563876,2.21707E+09
1.197013,0.05324941,2.21707E+09
1.197044,0.3964557,6.39135E+09
1.197044,0.3376566,6.39135E+09
1.244805,0.009942581,1.36574E+11
1.244805,0.002430068,1.36574E+11
1.245472,1.054913,5.92491E+10
1.245472,0.657939,5.92491E+10
1.568570,0.679121,4.12827E+10
1.568570,0.2886119,4.12827E+10
1.519381,0.03965334,2.0719E+10
1.519381,0.03290067,2.0719E+10
1.523105,0.4618982,2.01701E+10
1.523105,0.3392233,2.01701E+10
1.523117,0.04892049,1.54111E+09
1.523117,0.02896545,1.54111E+09
1.522742,0.1727223,7.24618E+09
1.522742,0.009712314,7.24618E+09
1.523154,0.009372757,9.85623E+09
1.523154,0.008457836,9.85623E+09
1.519393,0.001637948,1.07715E+10
1.519393,0.001315955,1.07715E+10
1.519412,0.01962035,6.11981E+09
1.519412,0.01457263,6.11981E+09
1.522735,0.04419253,7.39592E+08
1.522735,0.03194221,7.39592E+08
1.626924,0.3766062,4.16301E+10
1.626924,0.3756277,4.16301E+10
1.519429,0.04989927,3.37072E+10
1.519429,0.04079296,3.37072E+10
1.519444,0.04009544,1.10243E+11
1.519444,0.0308284,1.10243E+11
1.519407,0.002545341,4.21457E+10
1.519407,0.001832359,4.21457E+10
1.522789,0.03529387,6.29147E+10
1.522789,0.03107899,6.29147E+10
1.568584,0.6566814,2.27267E+10
1.568584,0.6395583,2.27267E+10
1.519271,0.1600582,2.86128E+09
1.519271,0.1001401,2.86128E+09
1.522749,0.02155341,1.76479E+11
1.522749,0.00625729,1.76479E+11
1.210866,0.1388982,4.95328E+10
1.210866,0.04346596,4.95328E+10
1.210923,0.5291331,2.09974E+10
1.210923,0.427144,2.09974E+10
1.211017,0.7099559,2.55909E+10
1.211017,0.634801,2.55909E+10
1.211017,0.6926343,2.55909E+10
1.211017,0.6434342,2.55909E+10
1.633990,0.06788995,1.59966E+10
1.633990,0.05301778,1.59966E+10
1.211023,0.04567068,1.66137E+10
1.211023,0.009852908,1.66137E+10
1.210846,0.009016478,4.45271E+09
1.210846,0.006656447,4.45271E+09
1.211084,0.001898627,2.03957E+10
1.211084,0.002009414,2.03957E+10
1.211006,0.001545146,2.06771E+10
1.211006,0.001491392,2.06771E+10
1.135095,0.04597257,7.55704E+09
1.135095,0.04005435,7.55704E+09
1.211044,0.001316462,3.95572E+09
1.211044,0.0006517483,3.95572E+09
1.210754,0.002197962,2.08528E+10
1.210754,0.001786121,2.08528E+10
1.210966,0,8.759E+09
1.210966,0,8.759E+09
1.210972,0.09353374,2.22346E+10
1.210972,0.08464692,2.22346E+10
1.135152,0.01936034,1.98554E+09
1.135152,0.004292541,1.98554E+09
1.135077,0.02961003,2.27165E+09
1.135077,0.01473213,2.27165E+09
1.210785,0.005460178,5.82764E+10
1.210785,0.003405134,5.82764E+10
1.210774,0.01703627,5.84421E+10
1.210774,0.01447466,5.84421E+10
1.247977,0.9764646,2.03169E+10
1.247977,0.8676966,2.03169E+10
1.248388,1.581272,1.90031E+10
1.248388,1.454297,1.90031E+10
1.248348,0.3158582,3.01952E+10
1.248348,0.1214591,3.01952E+10
1.569216,0.08336222,5.66142E+10
1.569216,0.03398923,5.66142E+10
1.248233,0.2235254,5.59736E+10
1.248233,0.1710137,5.59736E+10
1.248352,0.513814,7.51697E+08
1.248352,0.5044864,7.51697E+08
1.248419,0.0976768,1.6688E+09
1.248419,0.0707852,1.6688E+09
1.633587,0.01613515,6.62414E+10
1.633587,0.009660709,6.62414E+10
1.248328,0.01816085,1.17328E+11
1.248328,0.01230078,1.17328E+11
1.248415,0.06520226,3.07799E+09
1.248415,0.06286795,3.07799E+09
1.633591,0.02307181,6.16077E+10
1.633591,0.01659482,6.16077E+10
1.248389,0.03063279,3.43969E+10
1.248389,0.02698719,3.43969E+10
1.248289,0.01704432,3.98435E+10
1.248289,0.01418167,3.98435E+10
1.247976,0.3180477,4.43814E+09
1.247976,0.2881456,4.43814E+09
1.210112,0.2224177,9.19436E+08
1.210112,0.168605,9.19436E+08
1.247980,0.6378787,3.92307E+10
1.247980,0.5544823,3.92307E+10
1.248357,0.1993269,3.34946E+10
1.248357,0.1236653,3.34946E+10
1.560834,0.02273426,5.21855E+10
1.560834,0.004222116,5.21855E+10
1.236745,0.03512079,1.58963E+11
1.236745,0.02598978,1.58963E+11
1.322802,0.7244664,7.39277E+10
1.322802,0.2448765,7.39277E+10
1.322806,0.2311437,1.48625E+10
1.322806,0.147895,1.48625E+10
1.322787,1.36445,2.94321E+10
1.322787,0.8278645,2.94321E+10
1.322680,0.00279819,5.27831E+09
1.322680,0.001724733,5.27831E+09
1.323026,0.001205427,1.06919E+10
1.323026,0.0009317898,1.06919E+10
1.322679,0.04661562,7.05063E+09
1.322679,0.01229444,7.05063E+09
1.322671,0.006487017,4.86761E+10
1.322671,0.003579958,4.86761E+10
1.560826,0.070523,1.52124E+11
1.560826,0.06473713,1.52124E+11
1.323055,0.002358057,2.11783E+10
1.323055,0.001708089,2.11783E+10
1.322974,0.3925276,4.70441E+09
1.322974,0.2709734,4.70441E+09
1.560832,0.02348869,5.03293E+10
1.560832,0.006461529,5.03293E+10
1.322768,0.19659,1.43131E+11
1.322768,0.1063659,1.43131E+11
1.633211,0.01487641,1.15897E+11
1.633211,0.006500444,1.15897E+11
1.322784,0.2819009,3.89032E+10
1.322784,0.2408642,3.89032E+10
1.236776,0.1556201,9.10783E+09
1.236776,0.1134244,9.10783E+09
1.259185,0.08697258,1.93078E+11
1.259185,0.05104929,1.93078E+11
1.259136,0.03271883,6.69455E+10
1.259136,0.01356866,6.69455E+10
1.259108,0.289496,5.78562E+10
1.259108,0.1391682,5.78562E+10
1.259142,0.3617208,1.21225E+11
1.259142,0.1757163,1.21225E+11
1.259104,0.09470216,3.0961E+09
1.259104,0.009818787,3.0961E+09
1.283711,0.04157484,2.57981E+12
1.283711,0.02361584,2.57981E+12
1.559020,0.04181666,3.8744E+07
1.559020,0.0009090033,3.8744E+07
1.284174,0.01129591,3.62701E+09
1.284174,0.003778496,3.62701E+09
1.259117,0.003363204,5.4035E+10
1.259117,0.002900289,5.4035E+10
1.259538,0.008145354,1.25337E+10
1.259538,0.005163931,1.25337E+10
1.284230,0.01012965,1.22276E+10
1.284230,0.001917651,1.22276E+10
1.259195,0.1386908,3.73344E+09
1.259195,0.08810183,3.73344E+09
1.259537,1.632579,6.39053E+10
1.259537,1.50096,6.39053E+10
1.259368,0.07731075,1.79763E+11
1.259368,0.01161508,1.79763E+11
1.284197,0.02777335,2.07785E+09
1.284197,0.007416537,2.07785E+09
1.259175,0.52156,1.80253E+10
1.259175,0.3755421,1.80253E+10
1.259160,0.0728385,1.82455E+09
1.259160,0.01027336,1.82455E+09
1.259650,0.07739305,1.93758E+11
